"","genes","A","phase","offset","peak","R2","pvalue","qvalue","peak_CI_left","peak_CI_right"
"ENSG00000000003","ENSG00000000003",0.0342093553258831,15.7233920705472,4.24543657450176,14.2766079294528,0.00312553997403675,0.917532467532468,0.952280574344077,10.403276386334,-0.58940663010285
"ENSG00000000419","ENSG00000000419",0.0707456657540688,10.9414657449337,4.64098183801637,-4.94146574493367,0.0282851999845581,0.470547945205479,0.683679272106909,13.2865144900815,-0.545300962011296
"ENSG00000000457","ENSG00000000457",0.0783180526837291,12.9760402755413,4.37156244386308,17.0239597244587,0.0980265226170481,0.0690416889047026,0.328392519673935,14.4566369114549,-4.53331819645494
"ENSG00000000460","ENSG00000000460",0.110746093396696,16.8395055525974,3.549324064128,13.1604944474026,0.141269996542168,0.0197918519836328,0.196822308690013,10.7260062521208,14.0281096291667
"ENSG00000000938","ENSG00000000938",0.0874921724028793,4.40016887510123,0.880730659054691,1.59983112489877,0.0104404514337159,0.754500978473581,0.857864785959424,-5.31409832121779,8.42570954599403
"ENSG00000000971","ENSG00000000971",0.0483432901604982,19.7793093775431,4.4080292782043,10.2206906224569,0.00306779851307359,0.918902330546166,0.953225925515816,3.56235411562097,15.5815143920015
"ENSG00000001036","ENSG00000001036",0.103967165562238,15.3289732956229,4.0501379934793,14.6710267043771,0.0775430235963093,0.123005989444346,0.405650788686695,12.7506407005913,17.6684993017718
"ENSG00000001084","ENSG00000001084",0.0583765667466803,20.1350975407872,6.47725182113983,9.86490245921278,0.0365632337150253,0.377480282274803,0.622282502443793,5.71528772430478,14.5215674154962
"ENSG00000001167","ENSG00000001167",0.0332088643092401,19.0709772265077,5.4175980441452,10.9290227734923,0.0256044186864155,0.505257071695428,0.708072959946817,4.76385181460516,16.5774351467033
"ENSG00000001460","ENSG00000001460",0.0290786906328982,14.8656086065214,3.4332373568245,15.1343913934786,0.00874885769470057,0.78919231453478,0.879749722354434,6.88219436273368,-2.7722373120337
"ENSG00000001461","ENSG00000001461",0.059559820077492,14.6021783331883,7.40918202774752,15.3978216668117,0.0569191668447504,0.217301191958726,0.502068918270878,11.1763018983028,16.2098028911841
"ENSG00000001497","ENSG00000001497",0.0932659657586041,20.4058902314013,4.71504457321095,9.59410976859875,0.0542673458210312,0.233360018976457,0.517690275605557,4.7291886624693,11.8093253911667
"ENSG00000001561","ENSG00000001561",0.11520551089091,13.6719740787618,6.9252868238799,16.3280259212382,0.107207003457356,0.0529532111723893,0.299714860784971,14.280689282397,-5.25932570221739
"ENSG00000001617","ENSG00000001617",0.144332987232533,4.27903448864452,2.3187581440705,1.72096551135548,0.0643216677863779,0.177219355986479,0.462506769825919,-0.0720861860652799,4.54215644589009
"ENSG00000001626","ENSG00000001626",0.153531752776972,18.4069499740043,3.45302433050143,11.5930500259957,0.07785248162934,0.121974144576884,0.40508311013077,9.51340308866611,17.8264057198695
"ENSG00000001629","ENSG00000001629",0.0939049070328764,15.8880124603972,7.81055868796996,14.1119875396028,0.247369060583844,0.00194212180513553,0.0965909090909104,13.485079501588,14.9097831674475
"ENSG00000001630","ENSG00000001630",0.170737575780382,6.45125951646775,2.50177397642341,-0.451259516467751,0.0718829621945075,0.143921603510645,0.428149363248316,-5.70407987220575,3.36182256383173
"ENSG00000001631","ENSG00000001631",0.0696150409912064,13.8480771427891,4.05426468671498,16.1519228572109,0.114440230977523,0.0430142916444286,0.275787992851983,12.9493925342184,-4.94496106964131
"ENSG00000002016","ENSG00000002016",0.120542723264743,17.7913001807709,4.17483971544829,12.2086998192291,0.100185570602693,0.0649143094348574,0.321322687644935,4.18593993897512,13.509410514835
